program,course_code,title,description,credits,prerequisites,corequisites,university,program_name,degree_type
MSCIS,CS319,Computer Vision,"This course offers an introduction to Computer Vision, an emerging interdisciplinary field that includes methods for acquiring, processing, analyzing of digital images and videos and extracting useful information from them. Students will learn basic methods that include exploring known models in image representations, depth recovery from stereo, camera calibration, image stabilization, automated alignment, tracking, edge detection, and pattern recognition. They will also develop statistical models for image classification, clustering, and dimensionality reduction. Instructor-led discussions and problem sets.",3.0,CS108 or equivalent,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS322,Software Engineering,"Software life cycle processes including analysis, design, modifying and documenting large software systems. Topics include software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Students will implement a working software system in a team environment.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS323,Advanced Object-Oriented Programming,"Basic principles of object oriented analysis and design utilizing UML, advanced object oriented programming principles, design patterns, frameworks and toolkits; Agile software design processes. Development of a mid-size programming project working in teams..",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS325,Development of Geo-Collaborative Applications,The students acquire basic knowledge for developing web-based geo-collaborative application for supporting decision making processes. Students learn the basic concepts of cartography and the most common client and server side programming resources which are used for web-based geo-collaborative application development. Students have to solve small tasks during classes as well as develop a mid-size programming project working in teams. They learn to integrate the most common free maps resources (Google Maps and Open Layers) and geographic data sources (Open Street Maps) in their application as well as free available geographic database (PostGis). Instructor-led discussions and problem sets.,2.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS326,Database Systems,"Introduction to databases, the Entity-Relationship (ER) Model and conceptual database design, the relational model and relational algebra (RA), SQL. Topics include data storage, indexing, and hashing; cost evaluating RA operators, query evaluation as well as transaction management, concurrency control and recovery; relational schema refinement, functional dependencies, and normalization; physical database design, database tuning; security and authorization of parallel and distributed database systems; data warehousing and decision support, views. In addition, introduction to Data Mining and various applications will be covered. Three hours of instructor-led class time per week including discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS327,Parallel and High-Performance Computing (Parallel HPC),"The course examines topics including: parallel hardware architectures, distributed computing paradigms, parallelization strategies and basic parallel algorithmic techniques, parallel programming with OpenMP and MPI, HPC numerical libraries. Students should be able to demonstrate advanced knowledge related to contemporary methods in parallel and HP Computing. Students are required to draw upon investigative techniques related to this field in order to critically analyze and solve problems using advanced knowledge. Coursework will require students to develop faster codes that are highly optimized for modern multi-core processors and clusters. Three hours of instructor-led class time per week including discussions, lab work and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS328,Human Computer Interaction,"The topics include: concepts of human computer interaction, techniques for user interface design; user-centered design, interface development techniques, usability evaluation; overview of interface devices and metaphors; visual development environments, other development tools. Students should be able to demonstrate advanced knowledge of software and hardware systems related to computational sciences. Students should also be able to formulate and critically assess problems and sub-tasks including identification of sources and investigative techniques related to the field. Students are required to complete group projects in which they formulate, critically assess, and investigate problems relating to software and hardware systems. Masters students will complete formal presentations commensurate with their knowledge level in order to develop experience communicating to audiences both within and outside the discipline. Three hours of instructor-led class time per week including discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS329,Data Warehousing,"An advanced hands-on course in Data Warehousing which will build upon knowledge gained in an introductory course in Databases. Topics covered include Data Warehouse architectures, multidimensional data representation and manipulation, Data Warehouse design practices and methodologies, creation of Extract-Transformation-Load (ETL) workflows, with emphasis on data governance practices, business intelligence concepts and platform capabilities, and visualization tools. Instructor-led hands-on laboratory class time with assessment based on discussions, problem sets, projects, and significant in-laboratory applications.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS331,Operating Systems,The organization and structure of modern operating systems. System level programming in Windows and Unix Operating Systems.,3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS332,System Administration,"User administration. Operating system installation, tuning and control. Network administration. Security management. Performance tuning and management.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS333,Network Programming,"Students will acquire skills for developing distributed applications running over TCP/IP networks. Students learn the basic concepts of networking client-server programming as well as advanced topics such as concurrent serving, state vs. non-state servers, multicasting, peer-to- peer architectures. Instructor led in-class projects, and development of a mid-size programming team project.",3.0,CS121,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS334,Performance Analysis and Queueing Theory,"The course reviews basics of probability theory, stochastic processes, especially Markov chains, and Laplace and z-transforms before proceeding with the analysis of queueing systems. After introducing basic laws of queueing theory, such as Little’s result, the analysis of single- and multi-server quueing systems is dicsussed. Also product-form open and closed queueing network models and efficient methods for their analysis: the convolution algorithm and mean-value analysis. Principles of descrete simulation methods are discussed to deal with systems not lending themselves to queueing analysis. The emphasis of the course is gaining insight into the behavior of systems with various workloads.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS335,Introduction to EDA,"Structure of modern VLSI chips. Basic understanding of VLSI device manufacturing process. Overview VLSI chip design flow, including the System-Level design and interaction with SW and FW development process and teams. Understanding of modern SoC architectures: FW, SW, HW levels. Specifics for Analog-mixed-signal, CPU/RAM and other HW fabrics, and ASIC. Overview of digital circuits, standard cells. Digital design, standard-cell design. Overview of the Front-end and back-end. Detailed review of the back-end design phases. Introduction to EDA tools SW architecture: data layer, user-interface, algorithmic layer. Introduction to basic design patterns and architectures for DB and UI design for EDA tools. Overview of algorithms and data structures used in EDA. Detailed overview of back-end problems, and their corresponding mathematical problem formulations from combinatorial optimization, computational geometry, mathematical programming. Detailed study on concrete examples. Overview of simulation and analysis techniques. Detailed study of concrete examples.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS336,Compiler Design,"An introduction to the basic phases of modern compilers and their design principles. Topics covered include CPU instruction, finite state machines, lexical scanning, parsing schemes, code generation and translation, comparison of modern programming languages, and an analysis of the relationship between compilers and operating systems. As part of the course, students build a working compiler for an object-oriented language. Three hours of instructor-led class time per week including discussions and problem sets.",3.0,CS130 or equivalent,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS337,Cybersecurity,"This course covers various security risks in Cyberspace from both offensive and defensive points of view, including subfields such as Web/Mobile Security, Network Security, and Cryptography. Students will develop skills of usage of various tools to be able to test the security of systems as well as build defense for those. Students will lead a team project in one of the following subfields (eg Web Security, Mobile Security, IoT security, Digital Forensics). Instructor-led discussion, along with reading, written, and practical assignments. Assessment via exams projects and hometasks.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS338,Distributed Systems,"Distributed systems help programmers aggregate the resources of many networked computers to construct highly available and scalable services. The course covers general introductory concepts in the design and implementation of distributed systems, covering all the major branches such as Cluster Computing, Grid Computing and Cloud Computing. The main principles underlying distributed systems will be investigated: processes, communication, naming, synchronization, consistency, fault tolerance, and security. The course gives some hands-on experience as well as some theoretical background. Moreover the course will go in deep of several technical issues in cloud systems, such as Amazon EC2/S3, and Hadoop (MapReduce framework). Three hours of instructor-led class time per week including discussions and problem sets.",3.0,CS311,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS339,Quantum Computing,"The course starts with a simple introduction to the fundamental principles of quantum mechanics using the concepts of qubits (or quantum bits) and quantum gates. After developing the basics, this course delves into various implementation aspects of quantum computing and quantum information processing including the quantum fourier transform, period finding, Shor’s quantum algorithm for factoring integers, as well as the prospects for quantum algorithms for NP-complete problems. Instructor-led discussion, along with reading, written, and practical assignments. Assessment via problem sets, projects and exams.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS340,Machine Learning,"This course introduces the fundamental concepts and methods of machine learning, focusing on how computers can learn from data to uncover hidden insights without explicit programming. Topics include supervised learning, unsupervised learning, and best practices in machine learning, with numerous examples from real-world applications. The course includes instructor-led discussions and problem sets to reinforce the material.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS341,Blockchain Technologies,"This course introduces the mathematical and algorithmic foundations behind blockchain technology, culminating in hands-on work with a modern blockchain development stack. Students first study core cryptographic primitives including one-way hash functions, symmetric-key ciphers, public-key encryption, and digital signature schemes emphasizing formal security notions and common implementation pitfalls. It then covers the core components of blockchain technology such as block creation, mining, transaction processing, and Merkle trees, as well as consensus mechanisms like Proof-of-Work and Proof-of-Stake. Instructor-led discussions and problem sets.",3.0,CS211,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS342,Data Science,"This course aims to introduce students to the world of data science. Students will gain the skills that are transforming entire industries from healthcare to internet marketing and beyond. In this course, students will gain a hands-on introduction to using R programming language for reproducible data analysis. Students will define the data science process, including data acquisition, data munging, exploratory data analysis, visualization and modeling real world data. The course will include using R and R packages tools for analysis of both structured and unstructured data sources, as well as writing reproducible data analysis reports with R Markdown and creating personalized interactive graphics applications. Coursework will include such assignments as critical review of current trends in the field, implementations of theories, or group projects. Instructor-led discussion, along with reading, written, and practical assignments.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS343,Data Visualization,"Visualization is increasingly important in this era where the use of big data is growing in many different fields. This course is designed to introduce methodologies and tools for transforming the data into interesting and insightful visual representations, including interactive web visualizations. Students will learn basic visualization design and evaluation tools and techniques, and learn how to acquire, parse, and analyze large datasets. Students will also learn techniques for visualizing multivariate, temporal, text-based, geospatial, hierarchical, and network/graph-based data. Additionally, students will utilize tools such as R and ggplot2 to prototype many of these techniques on existing datasets. Instructor-led discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS344,Applications in High-Performance Programming,,3.0,CS121 or equivalent,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS345,Bioinformatics,"The course starts with a brief introduction to molecular biology. The course then investigates the main algorithms used in Bioinformatics. After a brief description of commonly used tools, algorithms, and databases in Bioinformatics, the course describes specific tasks that can be completed using combinations of the tools and Databases. The course then focuses on the algorithms behind the most successful tools, such as the local and global sequence alignment packages: BLAST, SmithWaterman, and the underlying methods used in fragment assembly packages.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS346,Artificial Intelligence and Decision Support,"This course provides an introduction to decision support techniques in the context of artificial intelligence. The main areas to be covered are knowledge-based agents, planning, reasoning under uncertainty and decision theory. Students will learn the principles of intelligent agent-based systems and implement agent programs that show rational behavior. Students will also learn logic programming. Instructor-led discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS347,Knowledge Representation,"Knowledge representation (KR) is the study of how knowledge about the world can be represented in a computer system and what kinds of reasoning can be done with that knowledge. Challenges of KR and reasoning are representation of commonsense knowledge, the ability of a knowledge-based system to tradeoff computational efficiency for accuracy of inferences, and its ability to represent and manipulate uncertain knowledge and information. This course will provide an overview of existing representational frameworks developed within AI, their key concepts and inference methods. It will also discuss some non-classical logical frameworks, such as non-monotonic logics. One of the objectives of the course is to help students understand how the theoretical material covered in the course is currently being applied in practice. Instructor-led class time including problem sets and discussions.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS350,Software Project Management,"Methods and procedures for managing a software development project. Includes notions of project planning, time, cost and resource estimation, project organizational types, staffing (team assembly) and training considerations, leading and motivating computer personnel, and methods for monitoring and controlling the progress of a project. Quality management and risk assessment are considered. Case Studies of successes and failures will be studied.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS352,Technical Leadership,"This course equips students with the leadership and management skills required to guide technical teams in dynamic environments. Emphasizing soft skills, strategic thinking, and high-level technical alignment, topics include effective communication, team-building, agile methodologies, product engineering, and ethical decision-making. Students will learn to balance technical and people leadership through reflective practices and collaborative projects.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS355,Entrepreneurship,"Seminar exploring the complexities of creating and sustaining an entrepreneurial venture. We concentrate on the impact of innovative behavior and its implication to decision making. The primary focus of the course is on the behaviors involved in forming new enterprises: recognizing and evaluating opportunities, developing a network of support, building an organization, acquiring resources, identifying customers, estimating demand, selling, writing and presenting a business plan, and exploring the ethical issues entrepreneurs face. The course consists of case studies and discussion, inclass exercises, readings, guest speakers, and an outside project.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS360,Computational Methods,"The course will cover topics including: matrix norms and iterative methods for linear systems and eigenvalue problems, numerical solutions of nonlinear equations and systems, numerical optimization methods, interpolation and approximation of functions, numerical quadrature rules, numerical methods for ODE’s. Instructor-led discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS361,Advanced Statistical Modeling,"The course will cover the fundamentals of advanced statistical modeling. Topics include: linear and nonlinear regression, goodness of fit tests, generalized linear models, Bayesian inference and hypothesis testing, nonparametric inference and bootstrap. Instructor-led discussions and problem sets.",3.0,CS108,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS362,Time Series Analysis,"This course will provide a systematic account of linear time series models and their application to the modelling and prediction of data collected sequentially in time. The topics covered include: difference equations, lag operators, stationary ARMA processes, forecasting, maximum likelihood estimation, spectral analysis, linear regression models, Kalman filter, and Fourier transform methods. Students will apply these methods to solve practical problems in signal processing, statistics, and economics. Three hours of instructor-led class per week including discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS363,Stochastic Models,"The course will cover topics including: Conditional Probability and Conditional Expectation, Markov chains, Hidden Markov Models, Markov Chain Monte Carlo methods, introduction to Poisson Processes and Queueing Models. Instructor-led discussions and problem sets.",3.0,CS108,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS364,Game Theory,"The course introduces the major concepts and paradigms of game theory, a domain which explores strategic interactions among several players which determine the outcome of the game. Students will explore how to achieve favorable outcomes arising from the modeling, analysis and prediction of player behavior, with a strong focus on the mathematical models of the game dynamics. Game Theory has numerous applications in Economics, Political Science, Social Science, Evolutionary Biology, Computer Science, Engineering, and everyday life situations. Instructor led lecture and discussions; assessment may include problem sets, software implementation, exams, and projects.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS366,Computational Optimization,"The course will focus on hard computational problems, relations(reductions) between them as well as theoretical and practical approaches for solving them. We will explore several well-known hard optimization problems such as Traveling Salesman Problem, Knapsack Problem, 3-SAT, various graph problems etc. On example of these problems, we will study topics such as: Problem Complexity classes P, EXP, R and undecidable problems; Cook-Levin Theorem and NP-completeness; various approaches for solving hard problems such as approximation, heuristics, branch and bound and randomization methods; Flow Networks; Integer Linear Programming. The subject of the course falls in the intersection of Computer Science and Mathematics. We will cover some aspects related to data structures, but we will not cover topics related to Machine Learning or Data Science. The intended audience of the course consists of students interested in advanced topics in optimization, combinatorics or discrete mathematics.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS370,Programming Paradigms,"The course will cover key principles and structures related to programming. Topics include design patterns, generic programming, an overview of the C++ Standard Template Library, functional programming, logic programming, with examples and implementation using different programming languages to illustrate uses and functionality of different paradigms which are explored. Instructor led lecture and discussions; assessment may include problem sets, programming design projects and software implementation, and examinations.",3.0,CS312,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS371,Image Processing,"This course is an introduction to digital image processing. The course covers topics including: image analysis, Image representation and storage, image de-noising and restoration, compression techniques, two-dimensional discrete Fourier transform, spatial and frequency domain, linear and nonlinear image filtering, edge detection, image segmentation, and basics of digital video processing. Graduate students are expected to complete an individual or group project during the semester. Three hours of instructor-led class time per week including discussions and problem sets.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS375,Information Visualizations,"Transforming data into knowledge is a multi-step process which can include data cleanup, exploring the relationships between datasets, interpretation, and demonstrating the results using graphics, interactive tools and online dashboards. The course will include hands-on sessions using open source software for the rapid crafting of visualization of many different data types. Students will also analyze large datasets to discover patterns and structures and derive insight into large volumes of data. Through the development of visualization techniques and tools, students will be better positioned to comprehend and convey insights. Instructor-led class discussions with assessment based on participation, problem sets, projects, and exams.",3.0,CS121 or equivalent,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS380,Reinforcement Learning,"Reinforcement Learning (RL) refers to a collection of machine learning techniques that solve sequential decision-making problems using a process of trial and error. It is a core area of research in artificial intelligence and machine learning. This course teaches students the key concepts underlying classic and modern algorithms in RL. Students are introduced to statistical learning techniques where an agent explicitly takes actions and interacts with the world. The course covers model-based and model-free (such as Policy Gradient, and Q-learning) algorithms.",3.0,CS340,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS381,Generative AI,"Generative models represent a significant leap forward in AI’s capability to create realistic text, images, and other types of data, opening up a plethora of possibilities across various industries, from healthcare and entertainment to manufacturing and beyond. Equipping students with a comprehensive understanding of these models prepares them for cutting-edge roles and innovative projects in their future careers. Students learn not only the technical skills to implement and optimize these models but also the critical thinking required to navigate the ethical considerations associated with them.",3.0,CS340,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS390,Capstone Practicum,"Students will complete an 8-12 hour per week industry work experience in a computer-related position. Students will be supervised by assigned personnel at the field site and/or by a program-based instructor. Hours are arranged by mutual consent of the student and employer. Students are required to report periodically to the course instructor, maintain a log of on-the-job activities, and submit a final report regarding the practicum experience. No additional class time is required.",3.0,CS395,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS391,Independent Study,"Special study of a particular problem under the direction of a faculty member. The student must present a written, detailed report of the work accomplished. Approval of the CIS Program Chair and the instructor is required.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS392,Special Topics in Computer Science,"This course explores topics in applied computer science with emphasis on current technologies, theories, and approaches.The spring 2020 course will investigate the field of distributed algorithms. Students will be introduced to the necessary background on NP-completeness and approximation algorithms. The core of the material will consist of distributed algorithms and impossibility results for different network models. Known classical distributed algorithms will be presented based on the current research papers from prominent conferences in the field. This will include introducing the notion of synchronous/asynchronous algorithms, randomized algorithms, self-stabilization and understanding of these topics under different network constraints. Lectures, readings, and discussions led by instructor with assessment by projects, problems sets, and exams.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS395,Capstone Preparation,"The course is designed to prepare students to work on their Master’s capstone. Students will learn of prospective research thesis topics, do literature surveys which will become part of their final capstone report, select their supervisor, and submit an approved capstone proposal. Topics covered will include research methodology in computer science, plagiarism and academic integrity, basics on how to write a technical paper, give a technical talk, search for a job, write a CV and cover letter, interview skills. Instructor-led discussions and presentations.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,CS396,Capstone-Thesis Writing,"Students will complete an individual thesis which serves as part of the capstone requirement for the degree. The thesis proposal is presented as part of the CS395 requirements and must be approved by the supervisory committee. Upon completion, the capstone thesis must be successfully presented to the program in an open forum and be approved by the supervisory committee.",3.0,CS395,,American University of Armenia,Computer and Information Science,Master
MSCIS,DS330,Deep Learning,"This course provides foundational knowledge in Deep Learning, one of the highly demanded skills in AI. Application of Deep Learning algorithms transform fields such as computer vision, speech recognition, natural language processing, medical image analysis, drug design, audio recognition. Students will be introduced to various state-of-the-art Neural Network architectures (eg DNNs, CNNs, RNNs, LSTMs, GANs) and techniques (eg Stochastic Gradient Descent, Dropout, Batch norm, Transfer Learning). Students will work on real-life datasets to implement techniques applicable in domains such as image recognition, autonomous driving, gaming, healthcare, fraud detection. Instructor-led discussion, along with reading, written, and practical assignments. Assessment via exams and projects.",3.0,,,American University of Armenia,Computer and Information Science,Master
MSCIS,DS335,Generative AI,"Generative models represent a significant leap forward in AI’s capability to create realistic text, images, and other types of data, opening up a plethora of possibilities across various industries, from healthcare and entertainment to manufacturing and beyond.",3.0,CS340,,American University of Armenia,Computer and Information Science,Master
